Name,AttributeDescription,Type,Units,Length,ValidValues,AggDefaultValues,DefaultValue1,DefaultValueDesciption1,DefaultValue2,DefaultValueDesciption2,DefaultValue3,DefaultValueDesciption3,DefaultValue4,DefaultValueDesciption4,DefaultValue5,DefaultValueDesciption5,DefaultValue6,DefaultValueDesciption6,Equifax_TU_Availability,LeveledWithExperian,ExpNewData_ArchiveAvailableDate_Arf7SubsegKeyword,RecommendedNotToUse_NCAPImpact
ILN2387,Total number of installment trades ever 90 or more days delinquent or derogatory occurred in the last 12 months,number,Trades,2,0-90,"99: No trade excluding collections
98: No installment trade
97: No installment trade reported within timeframe required

",99,No trade excluding collections,98,No installment trade,97,No installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN2800,Total number of installment trades ever derogatory,number,Trades,2,0-90,"99: No trade excluding collections
98: No installment trade

",99,No trade excluding collections,98,No installment trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN3110,Total number of installment trades with a balance > $0 including indeterminates,number,Trades,2,0-90,"99: No trade excluding collections
98: No installment trade",99,No trade excluding collections,98,No installment trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN5400,Maximum credit amount on installment trades including indeterminates,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade

",999999999,No trade excluding collections,999999998,No installment trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN2388,Total number of installment trades ever 90 or more days delinquent or derogatory occurred in the last 24 months,number,Trades,2,0-90,"99: No trade excluding collections
98: No installment trade
97: No installment trade reported within timeframe required

",99,No trade excluding collections,98,No installment trade,97,No installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
MTF4470,Total number of occurrences of 60-180 days delinquency in the last 12 months on first mortgage trades excluding unsatisfied derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No first mortgage trade
997: No first mortgage trade reported within timeframe required

",999,No trade excluding collections,998,No first mortgage trade,997,No first mortgage trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
MTF4480,Total number of occurrences of 60-180 days delinquency in the last 24 months on first mortgage trades excluding unsatisfied derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No first mortgage trade
997: No first mortgage trade reported within timeframe required

",999,No trade excluding collections,998,No first mortgage trade,997,No first mortgage trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
MTF4550,Total number of occurrences of 60 or more days delinquency or derogatory occurred in the last 3 months on first mortgage trades,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No first mortgage trade
997: No first mortgage trade reported within timeframe required

",999,No trade excluding collections,998,No first mortgage trade,997,No first mortgage trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
MTF4560,Total number of occurrences of 60 or more days delinquency or derogatory occurred in the last 6 months on first mortgage trades,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No first mortgage trade
997: No first mortgage trade reported within timeframe required

",999,No trade excluding collections,998,No first mortgage trade,997,No first mortgage trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
MTF4570,Total number of occurrences of 60 or more days delinquency or derogatory occurred in the last 12 months on first mortgage trades,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No first mortgage trade
997: No first mortgage trade reported within timeframe required

",999,No trade excluding collections,998,No first mortgage trade,997,No first mortgage trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
MTF4770,Total number of occurrences of 90-180 days delinquency in the last 12 months on first mortgage trades excluding unsatisfied derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No first mortgage trade
997: No first mortgage trade reported within timeframe required

",999,No trade excluding collections,998,No first mortgage trade,997,No first mortgage trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
MTF4780,Total number of occurrences of 90-180 days delinquency in the last 24 months on first mortgage trades excluding unsatisfied derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No first mortgage trade
997: No first mortgage trade reported within timeframe required

",999,No trade excluding collections,998,No first mortgage trade,997,No first mortgage trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
MTF4850,Total number of occurrences of 90 or more days delinquency or derogatory occurred in the last 3 months on first mortgage trades,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No first mortgage trade
997: No first mortgage trade reported within timeframe required

",999,No trade excluding collections,998,No first mortgage trade,997,No first mortgage trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
MTF4860,Total number of occurrences of 90 or more days delinquency or derogatory occurred in the last 6 months on first mortgage trades,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No first mortgage trade
997: No first mortgage trade reported within timeframe required

",999,No trade excluding collections,998,No first mortgage trade,997,No first mortgage trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
MTF4870,Total number of occurrences of 90 or more days delinquency or derogatory occurred in the last 12 months on first mortgage trades,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No first mortgage trade
997: No first mortgage trade reported within timeframe required

",999,No trade excluding collections,998,No first mortgage trade,997,No first mortgage trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
MTF5020,Total balance on open first mortgage trades reported in the last 3 months ,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No first mortgage trade
999999997: No first mortgage trade reported within timeframe required
999999996: No open first mortgage trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No first mortgage trade,999999997,No first mortgage trade reported within timeframe required,999999996,No open first mortgage trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
MTF5022,Total balance on open Fannie Mae first mortgage trades reported in the last 3 months ,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No Fannie Mae first mortgage trade
999999997: No Fannie Mae first mortgage trade reported within timeframe required
999999996: No open Fannie Mae first mortgage trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No Fannie Mae first mortgage trade,999999997,No Fannie Mae first mortgage trade reported within timeframe required,999999996,No open Fannie Mae first mortgage trade reported within timeframe required,Null,Null,Null,Null,Undefined: TU FFR v4.0 & 4.1 Standard/CreditVision,Null,Secondary Agency Indicator / 2010-06 / VERIFY-J4,Null
ILN2617,"Total number of installment trades open, or closed with a balance > $0, reported in the last 3 months, opened 18 months or older where the behavior in most recent twelve months (0-12) is worse than the payment behavior in previous twelve months (13-24) excluding derogatory trades",number,Trades,2,0-90,"99: No trade excluding collections
98: No installment trade
97: No installment trade reported within timeframe required and with a valid open date

",99,No trade excluding collections,98,No installment trade,97,No installment trade reported within timeframe required and with a valid open date,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN2618,"Total number of installment trades open, or closed with a balance > $0, reported in the last 3 months, opened 36 months or older with 30 or more days delinquency in the last 48 months excluding derogatory trades",number,Trades,2,0-90,"99: No trade excluding collections
98: No installment trade
97: No installment trade reported within timeframe required and with a valid open date

",99,No trade excluding collections,98,No installment trade,97,No installment trade reported within timeframe required and with a valid open date,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN2619,"Total number of installment trades open, or closed with a balance > $0, reported in the last 3 months, with a life span of 42 months or more and with at least 2 or more 30 or more days delinquency in the last 36 months excluding derogatory trades",number,Trades,2,0-90,"99: No trade excluding collections
98: No installment trade
97: No installment trade reported within timeframe required and with a valid open date

",99,No trade excluding collections,98,No installment trade,97,No installment trade reported within timeframe required and with a valid open date,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN2625,Total number of installment trades with a life span of 42 months or more and with 30 or more days delinquency including derogatory in the last 54 months,number,Trades,2,0-90,"99: No trade excluding collections
98: No installment trade
97: No installment trade reported within timeframe required and with a valid open date


",99,No trade excluding collections,98,No installment trade,97,No installment trade reported within timeframe required and with a valid open date,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN2630,"Total number of installment trades open, or closed with a balance > $0 reported in the last 3 months, opened 36 months or older with at least 2 or more occurrences of 30 or more days delinquency in the last 24 months excluding derogatory trades",number,Trades,2,0-90,"99: No trade excluding collections
98: No installment trade
97: No installment trade reported within timeframe required and with a valid open date

",99,No trade excluding collections,98,No installment trade,97,No installment trade reported within timeframe required and with a valid open date,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN2635,"Total number of installment trades open, or closed with a balance > $0 reported in the last 3 months, opened 36 months or older and with at least 2 or more 30 or more days delinquency in the last 36 months excluding derogatory trades",number,Trades,2,0-90,"99: No trade excluding collections
98: No installment trade
97: No installment trade reported within timeframe required and with a valid open date

",99,No trade excluding collections,98,No installment trade,97,No installment trade reported within timeframe required and with a valid open date,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN2651,Total number of installment trades with a life span of 18 months or more and with 60 or more days delinquency including derogatory in the last 24 months,number,Trades,2,0-90,"99: No trade excluding collections
98: No installment trade
97: No installment trade reported within timeframe required and with a valid open date

",99,No trade excluding collections,98,No installment trade,97,No installment trade reported within timeframe required and with a valid open date,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN3484,"Total number of open installment trade with actual payment minus scheduled payment >= $250 reported in the last 3 months 
",number,Trades,2,0-90,"99: No trade excluding collections
98: No installment trade
97: No installment trade reported within timeframe required",99,No trade excluding collections,98,No installment trade,97,No installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,"Undefined: EQU FFF v5 & AP v5; TU FFR v4.0 & v4.1 Standard
Optional: TU FFR v4.0 & v4.1 CreditVision",Null,Actual Payment / 2011-08 / VERIFY-J3,Null
ILN4070,Total number of occurrences of 30 days delinquency in the last 12 months on installment trades excluding unsatisfied derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No installment trade
997: No installment trade reported within timeframe required

",999,No trade excluding collections,998,No installment trade,997,No installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN4080,Total number of occurrences of 30 days delinquency in the last 24 months on installment trades excluding unsatisfied derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No installment trade
997: No installment trade reported within timeframe required

",999,No trade excluding collections,998,No installment trade,997,No installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN4370,Total number of occurrences of 60 days delinquency in the last 12 months on installment trades excluding unsatisfied derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No installment trade
997: No installment trade reported within timeframe required

",999,No trade excluding collections,998,No installment trade,997,No installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
IQF9510,Number of months since the most recent personal finance inquiry (no deduplication),number,Months,4,0-9990,9999: no qualified inquiries,9999,no qualified inquiries,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"Not Leveled: EQU FFF v5, AP v5, & FFF v6; TU FFR v4.0 & v4.1 Standard/ CreditVision",Null,Null
IQF9710,Number of months since the most recent personal finance inquiry excluding those made in the last 14 days (no deduplication),number,Months,4,0-9990,9999: no qualified inquiries,9999,no qualified inquiries,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
IQF9740,Number of days since the most recent personal finance inquiry excluding those made in the last 14 days (no deduplication),number,Days,4,0-9990,9999: No qualified inquiries,9999,No qualified inquiries,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
IQM9410,Total number of mortgage type inquiries,number,Inquiries,2,0-90,No special default values,Null,No special default values,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,"Not Leveled: EQU FFF v5, AP v5, & FFF v6; TU FFR v4.0 & v4.1 Standard/ CreditVision",Null,Null
ILN4380,Total number of occurrences of 60 days delinquency in the last 24 months on installment trades excluding unsatisfied derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No installment trade
997: No installment trade reported within timeframe required

",999,No trade excluding collections,998,No installment trade,997,No installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN4770,Total number of occurrences of 90-180 days delinquency in the last 12 months on installment trades excluding unsatisfied derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No installment trade
997: No installment trade reported within timeframe required

",999,No trade excluding collections,998,No installment trade,997,No installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN4780,Total number of occurrences of 90-180 days delinquency in the last 24 months on installment trades excluding unsatisfied derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No installment trade
997: No installment trade reported within timeframe required

",999,No trade excluding collections,998,No installment trade,997,No installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN4975,Total number of increases in delinquency in the last 12 months on installment trades excluding derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No installment trade
997: No installment trade reported within timeframe required
996: No open or closed installment trade reported within timeframe required
994: No open or closed delinquent or derogatory installment trade reported within timeframe required
993: No open or closed delinquent installment trade reported within timeframe required

",999,No trade excluding collections,998,No installment trade,997,No installment trade reported within timeframe required,996,No open or closed installment trade reported within timeframe required,994,No open or closed delinquent or derogatory installment trade reported within timeframe required,993,No open or closed delinquent installment trade reported within timeframe required,Null,Null,Null,Null
ILN4976,Total number of decreases in delinquency in the last 12 months on installment trades excluding derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No installment trade
997: No installment trade reported within timeframe required
996: No open or closed installment trade reported within timeframe required
994: No open or closed delinquent or derogatory installment trade reported within timeframe required
993: No open or closed delinquent installment trade reported within timeframe required

",999,No trade excluding collections,998,No installment trade,997,No installment trade reported within timeframe required,996,No open or closed installment trade reported within timeframe required,994,No open or closed delinquent or derogatory installment trade reported within timeframe required,993,No open or closed delinquent installment trade reported within timeframe required,Null,Null,Null,Null
ILN4985,Total number of increases in delinquency in the last 24 months on installment trades excluding derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No installment trade
997: No installment trade reported within timeframe required
996: No open or closed installment trade reported within timeframe required
994: No open or closed delinquent or derogatory installment trade reported within timeframe required
993: No open or closed delinquent installment trade reported within timeframe required

",999,No trade excluding collections,998,No installment trade,997,No installment trade reported within timeframe required,996,No open or closed installment trade reported within timeframe required,994,No open or closed delinquent or derogatory installment trade reported within timeframe required,993,No open or closed delinquent installment trade reported within timeframe required,Null,Null,Null,Null
ILN4986,Total number of decreases in delinquency in the last 24 months on installment trades excluding derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No installment trade
997: No installment trade reported within timeframe required
996: No open or closed installment trade reported within timeframe required
994: No open or closed delinquent or derogatory installment trade reported within timeframe required
993: No open or closed delinquent installment trade reported within timeframe required

",999,No trade excluding collections,998,No installment trade,997,No installment trade reported within timeframe required,996,No open or closed installment trade reported within timeframe required,994,No open or closed delinquent or derogatory installment trade reported within timeframe required,993,No open or closed delinquent installment trade reported within timeframe required,Null,Null,Null,Null
ILN5020,Total balance on open installment trades reported in the last 3 months ,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open installment trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,No open installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
ILN5040,Total balance on installment trades presently 30 days delinquent reported in the last 6 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open or closed installment trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,No open or closed installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
IQA9417,Total number of auto loan or lease inquiries made in the last 12 months ,number,Inquiries,2,0-90,No special default values,Null,No special default values,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
IQM9615,Total number of mortgage type inquiries made in the last 3 months excluding those made in the last 14 days ,number,Inquiries,2,0-90,No special default values,Null,No special default values,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
IQM9616,Total number of mortgage type inquiries made in the last 6 months excluding those made in the last 14 days ,number,Inquiries,2,0-90,No special default values,Null,No special default values,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
IQM9617,Total number of mortgage type inquiries made in the last 12 months excluding those made in the last 14 days ,number,Inquiries,2,0-90,No special default values,Null,No special default values,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN5043,Total balance on installment trades presently 60 days delinquent reported in the last 6 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open or closed installment trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,No open or closed installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
ILN5047,Total balance on installment trades presently 90-180 days delinquent reported in the last 6 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open or closed installment trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,No open or closed installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
ILN5070,Total balance on installment trades presently derogatory occurred in the last 6 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open or closed installment trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,No open or closed installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
ILN5120,Maximum balance on open installment trades reported in the last 3 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open installment trade reported within timeframe required

",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,No open installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
ILN5122,Balance on the oldest open installment trade ,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999996: No open installment trade
999999994: No open installment trade with a valid open date ",999999999,No trade excluding collections,999999998,No installment trade,999999996,No open installment trade,999999994,No open installment trade with a valid open date ,Null,Null,Null,Null,Null,Null,Null,Null
ILN5220,Maximum actual payment on open installment trade reported in the last 3 months ,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open installment trade reported within timeframe required",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,No open installment trade reported within timeframe required,Null,Null,Null,Null,"Undefined: EQU FFF v5 & AP v5; TU FFR v4.0 & v4.1 Standard
Optional: TU FFR v4.0 & v4.1 CreditVision",Null,Actual Payment / 2011-08 / VERIFY-J3,Null
ILN5238,"Total amount difference between actual payment and scheduled payment on open, or closed with a balance > $0 installment trade, with actual payment >= scheduled payment and actual payment > $0, excluding derogatory trades, reported in the last 3 months",number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open, or closed with a balance > $0 installment trade, excluding derogatory trades reported within timeframe required and with actual payment > $0",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,"No open, or closed with a balance > $0 installment trade, excluding derogatory trades reported within timeframe required and with actual payment > $0",Null,Null,Null,Null,"Undefined: EQU FFF v5 & AP v5; TU FFR v4.0 & v4.1 Standard
Optional: TU FFR v4.0 & v4.1 CreditVision",Null,Actual Payment / 2011-08 / VERIFY-J3,Null
ILN5320,Total credit amount on open installment trades reported in the last 3 months ,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open installment trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,No open installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
ILN5420,Maximum credit amount on open installment trades reported in the last 3 months ,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open installment trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,No open installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
ILN5422,Credit amount on the oldest open installment trade with credit amount > $0,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999996: No open installment trade
999999995: No open installment trade with credit amount > $0
999999994: No open installment trade with a valid open date and credit amount > $0",999999999,No trade excluding collections,999999998,No installment trade,999999996,No open installment trade,999999995,No open installment trade with credit amount > $0,999999994,No open installment trade with a valid open date and credit amount > $0,Null,Null,Null,Null,Null,Null
IQA9425,Total number of auto loan or lease inquiries made in the last 3 months (no deduplication),number,Inquiries,2,0-90,No special default values,Null,No special default values,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
IQA9426,Total number of auto loan or lease inquiries made in the last 6 months (no deduplication),number,Inquiries,2,0-90,No special default values,Null,No special default values,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
IQA9427,Total number of auto loan or lease inquiries made in the last 12 months (no deduplication),number,Inquiries,2,0-90,No special default values,Null,No special default values,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN5520,Average credit amount on open installment trades reported in the last 3 months with credit amount > $0,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open installment trade reported within timeframe required
999999995: No open installment trade reported within timeframe required with credit amount > $0
",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,No open installment trade reported within timeframe required,999999995,No open installment trade reported within timeframe required with credit amount > $0,Null,Null,Null,Null,Null,Null
ILN5630,"Total balance on open, or closed with a balance > $0 installment trades, reported in the last 3 months, opened 36 months or older with at least 2 or more occurrences of 30 or more days delinquency in the last 24 months excluding derogatory trades",number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required and with a valid open date
999999996: No open, or closed with a balance > $0 installment trade, excluding derogatory trades reported within timeframe required and with a valid open date",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required and with a valid open date,999999996,"No open, or closed with a balance > $0 installment trade, excluding derogatory trades reported within timeframe required and with a valid open date",Null,Null,Null,Null,Null,Null,Null,Null
ILN5717,"Total balance on open, or closed with a balance > $0 installment trades, reported in the last 3 months, opened 18 months or older and where the behavior in most recent twelve months (0-12) is worse than the payment behavior in previous twelve months (13-24) excluding derogatory trades",number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required and with a valid open date
999999996: No open, or closed with a balance > $0 installment trade, excluding derogatory trades reported within timeframe required and with a valid open date",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required and with a valid open date,999999996,"No open, or closed with a balance > $0 installment trade, excluding derogatory trades reported within timeframe required and with a valid open date",Null,Null,Null,Null,Null,Null,Null,Null
ILN5740,Total amount past due on installment trades presently 30 days delinquent reported in the last 6 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open or closed installment trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,No open or closed installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
ILN5743,Total amount past due on installment trades presently 60 days delinquent reported in the last 6 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open or closed installment trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,No open or closed installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
ILN5747,Total amount past due on installment trades presently 90-180 days delinquent reported in the last 6 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open or closed installment trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,No open or closed installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
ILN5770,Total amount past due on installment trades presently derogatory occurred in the last 6 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open or closed installment trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,No open or closed installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
ILN5820,Total monthly payment on open installment trades reported in the last 3 months ,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open installment trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,No open installment trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
ILN5823,Total monthly payment on open installment trades that will mature in 6 months and reported in the last 3 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open installment trade reported within timeframe required
999999994: No open installment trade reported and maturing within timeframe required",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,No open installment trade reported within timeframe required,999999994,No open installment trade reported and maturing within timeframe required,Null,Null,Null,Null,Null,Null
ILN6200,Worst ever status on an installment trade including indeterminates,number,Rank,3,0-400,"999: No trade excluding collections
998: No installment trade

",999,No trade excluding collections,998,No installment trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN7300,Percentage of trades excluding collections that are installment trades,number,%,3,0-100,"999: No trade excluding collections
994: No open or closed trade


",999,No trade excluding collections,994,No open or closed trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN7430,Percentage of installment trades that are never delinquent or derogatory,number,%,3,0-100,"999: No trade excluding collections
998: No installment trade
994: No open or closed installment trade ",999,No trade excluding collections,998,No installment trade,994,No open or closed installment trade ,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ILN5824,Total monthly payment on open installment trades that will mature in 12 months and reported in the last 3 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open installment trade reported within timeframe required
999999994: No open installment trade reported and maturing within timeframe required",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,No open installment trade reported within timeframe required,999999994,No open installment trade reported and maturing within timeframe required,Null,Null,Null,Null,Null,Null
ILN5838,"Total scheduled payment on open, or closed with a balance > $0 installment trade with actual payment > $0, excluding derogatory trades, reported in the last 3 months",number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No installment trade
999999997: No installment trade reported within timeframe required
999999996: No open, or closed with a balance > $0 installment trade, excluding derogatory trades reported within timeframe required and with actual payment > $0",999999999,No trade excluding collections,999999998,No installment trade,999999997,No installment trade reported within timeframe required,999999996,"No open, or closed with a balance > $0 installment trade, excluding derogatory trades reported within timeframe required and with actual payment > $0",Null,Null,Null,Null,"Undefined: EQU FFF v5 & AP v5; TU FFR v4.0 & v4.1 Standard
Optional: TU FFR v4.0 & v4.1 CreditVision",Null,Actual Payment / 2011-08 / VERIFY-J3,Null
